INFO 2026-05-04 15:38:29,918 autoreload 38808 70300 Watching for file changes with StatReloader
INFO 2026-05-08 14:34:03,596 _base_client 23520 21172 Retrying request to /chat/completions in 0.430771 seconds
INFO 2026-05-08 14:34:04,339 _client 23520 21172 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:34:04,340 _base_client 23520 21172 Retrying request to /chat/completions in 0.983005 seconds
INFO 2026-05-08 14:34:05,804 _client 23520 21172 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:34:07,175 _client 23520 21172 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:34:07,178 _base_client 23520 21172 Retrying request to /chat/completions in 0.380357 seconds
INFO 2026-05-08 14:34:08,168 _client 23520 21172 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:34:08,169 _base_client 23520 21172 Retrying request to /chat/completions in 0.781010 seconds
INFO 2026-05-08 14:34:09,240 _client 23520 21172 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:34:09,531 _client 23520 21172 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:34:09,531 _base_client 23520 21172 Retrying request to /chat/completions in 0.426435 seconds
INFO 2026-05-08 14:34:10,238 _client 23520 21172 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:34:10,241 _base_client 23520 21172 Retrying request to /chat/completions in 0.779221 seconds
INFO 2026-05-08 14:34:11,298 _client 23520 21172 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:52:47,974 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:52:47,976 _base_client 22700 16828 Retrying request to /chat/completions in 0.491367 seconds
INFO 2026-05-08 14:52:49,668 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:52:49,669 _base_client 22700 16828 Retrying request to /chat/completions in 0.834498 seconds
INFO 2026-05-08 14:52:50,994 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:52:51,503 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:52:51,504 _base_client 22700 16828 Retrying request to /chat/completions in 0.467409 seconds
INFO 2026-05-08 14:52:52,255 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:52:52,258 _base_client 22700 16828 Retrying request to /chat/completions in 0.758551 seconds
INFO 2026-05-08 14:52:53,333 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:52:53,806 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:52:53,807 _base_client 22700 16828 Retrying request to /chat/completions in 0.487242 seconds
INFO 2026-05-08 14:52:54,604 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:52:54,608 _base_client 22700 16828 Retrying request to /chat/completions in 0.815704 seconds
INFO 2026-05-08 14:52:57,721 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:52:58,333 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:52:58,357 _base_client 22700 16828 Retrying request to /chat/completions in 0.385881 seconds
INFO 2026-05-08 14:52:59,115 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:52:59,115 _base_client 22700 16828 Retrying request to /chat/completions in 0.962181 seconds
INFO 2026-05-08 14:53:00,415 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:53:00,750 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:53:00,751 _base_client 22700 16828 Retrying request to /chat/completions in 0.477430 seconds
INFO 2026-05-08 14:53:01,678 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:53:01,678 _base_client 22700 16828 Retrying request to /chat/completions in 0.826885 seconds
INFO 2026-05-08 14:53:02,804 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:53:03,124 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:53:03,125 _base_client 22700 16828 Retrying request to /chat/completions in 0.468598 seconds
INFO 2026-05-08 14:53:03,915 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 14:53:03,916 _base_client 22700 16828 Retrying request to /chat/completions in 0.990323 seconds
INFO 2026-05-08 14:53:05,207 _client 22700 16828 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:24,380 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:24,381 _base_client 22520 22672 Retrying request to /chat/completions in 0.469677 seconds
INFO 2026-05-08 15:07:25,348 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:25,349 _base_client 22520 22672 Retrying request to /chat/completions in 0.978429 seconds
INFO 2026-05-08 15:07:27,771 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:07:27,775 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2026-05-08 15:07:29,065 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:29,066 _base_client 22520 22672 Retrying request to /chat/completions in 0.487335 seconds
INFO 2026-05-08 15:07:29,935 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:29,938 _base_client 22520 22672 Retrying request to /chat/completions in 0.960712 seconds
INFO 2026-05-08 15:07:31,212 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:07:31,286 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2026-05-08 15:07:33,710 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:33,717 _base_client 22520 22672 Retrying request to /chat/completions in 0.464139 seconds
INFO 2026-05-08 15:07:34,553 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:34,554 _base_client 22520 22672 Retrying request to /chat/completions in 0.816372 seconds
INFO 2026-05-08 15:07:35,650 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:07:35,655 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
ERROR 2026-05-08 15:07:35,658 insight_engine 22520 22672 Max retries exceeded for OpenAI API
INFO 2026-05-08 15:07:35,660 insight_engine 22520 22672 Cached insight for executive_summary for 3600 seconds
INFO 2026-05-08 15:07:36,039 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:36,040 _base_client 22520 22672 Retrying request to /chat/completions in 0.498745 seconds
INFO 2026-05-08 15:07:36,835 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:36,836 _base_client 22520 22672 Retrying request to /chat/completions in 0.783154 seconds
INFO 2026-05-08 15:07:37,928 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:07:37,959 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2026-05-08 15:07:39,417 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:39,502 _base_client 22520 22672 Retrying request to /chat/completions in 0.406857 seconds
INFO 2026-05-08 15:07:40,295 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:40,296 _base_client 22520 22672 Retrying request to /chat/completions in 0.919614 seconds
INFO 2026-05-08 15:07:41,527 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:07:41,528 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2026-05-08 15:07:44,008 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:44,009 _base_client 22520 22672 Retrying request to /chat/completions in 0.460840 seconds
INFO 2026-05-08 15:07:44,793 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:44,794 _base_client 22520 22672 Retrying request to /chat/completions in 0.981820 seconds
INFO 2026-05-08 15:07:46,817 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:07:46,819 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
ERROR 2026-05-08 15:07:46,822 insight_engine 22520 22672 Max retries exceeded for OpenAI API
INFO 2026-05-08 15:07:46,823 insight_engine 22520 22672 Cached insight for trend_analysis for 3600 seconds
INFO 2026-05-08 15:07:47,123 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:47,125 _base_client 22520 22672 Retrying request to /chat/completions in 0.475862 seconds
INFO 2026-05-08 15:07:47,896 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:47,900 _base_client 22520 22672 Retrying request to /chat/completions in 0.920215 seconds
INFO 2026-05-08 15:07:49,126 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:07:49,127 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2026-05-08 15:07:50,427 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:50,429 _base_client 22520 22672 Retrying request to /chat/completions in 0.411212 seconds
INFO 2026-05-08 15:07:51,148 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:51,156 _base_client 22520 22672 Retrying request to /chat/completions in 0.793833 seconds
INFO 2026-05-08 15:07:52,277 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:07:52,277 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2026-05-08 15:07:54,589 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:54,590 _base_client 22520 22672 Retrying request to /chat/completions in 0.383509 seconds
INFO 2026-05-08 15:07:55,291 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:55,291 _base_client 22520 22672 Retrying request to /chat/completions in 0.947555 seconds
INFO 2026-05-08 15:07:56,523 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:07:56,523 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
ERROR 2026-05-08 15:07:56,524 insight_engine 22520 22672 Max retries exceeded for OpenAI API
INFO 2026-05-08 15:07:56,524 insight_engine 22520 22672 Cached insight for risk_assessment for 3600 seconds
INFO 2026-05-08 15:07:56,802 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:56,803 _base_client 22520 22672 Retrying request to /chat/completions in 0.490102 seconds
INFO 2026-05-08 15:07:57,607 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:07:57,608 _base_client 22520 22672 Retrying request to /chat/completions in 0.963086 seconds
INFO 2026-05-08 15:07:58,897 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:07:58,898 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2026-05-08 15:08:00,278 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:00,279 _base_client 22520 22672 Retrying request to /chat/completions in 0.497708 seconds
INFO 2026-05-08 15:08:01,139 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:01,188 _base_client 22520 22672 Retrying request to /chat/completions in 0.775211 seconds
INFO 2026-05-08 15:08:02,336 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:08:02,383 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2026-05-08 15:08:04,710 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:04,768 _base_client 22520 22672 Retrying request to /chat/completions in 0.437479 seconds
INFO 2026-05-08 15:08:05,790 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:05,824 _base_client 22520 22672 Retrying request to /chat/completions in 0.837266 seconds
INFO 2026-05-08 15:08:06,997 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:08:07,002 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
ERROR 2026-05-08 15:08:07,003 insight_engine 22520 22672 Max retries exceeded for OpenAI API
INFO 2026-05-08 15:08:07,004 insight_engine 22520 22672 Cached insight for benchmark_comparison for 3600 seconds
INFO 2026-05-08 15:08:07,319 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:07,322 _base_client 22520 22672 Retrying request to /chat/completions in 0.482252 seconds
INFO 2026-05-08 15:08:08,139 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:08,171 _base_client 22520 22672 Retrying request to /chat/completions in 0.879971 seconds
INFO 2026-05-08 15:08:09,441 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:08:09,446 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2026-05-08 15:08:10,742 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:10,743 _base_client 22520 22672 Retrying request to /chat/completions in 0.449178 seconds
INFO 2026-05-08 15:08:11,511 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:11,513 _base_client 22520 22672 Retrying request to /chat/completions in 0.849536 seconds
INFO 2026-05-08 15:08:12,687 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:08:12,688 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2026-05-08 15:08:15,008 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:15,009 _base_client 22520 22672 Retrying request to /chat/completions in 0.410628 seconds
INFO 2026-05-08 15:08:15,759 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:15,761 _base_client 22520 22672 Retrying request to /chat/completions in 0.891029 seconds
INFO 2026-05-08 15:08:16,958 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:08:16,960 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
ERROR 2026-05-08 15:08:16,961 insight_engine 22520 22672 Max retries exceeded for OpenAI API
INFO 2026-05-08 15:08:16,961 insight_engine 22520 22672 Cached insight for strengths_weaknesses for 3600 seconds
INFO 2026-05-08 15:08:17,269 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:17,270 _base_client 22520 22672 Retrying request to /chat/completions in 0.430743 seconds
INFO 2026-05-08 15:08:18,022 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:18,023 _base_client 22520 22672 Retrying request to /chat/completions in 0.801557 seconds
INFO 2026-05-08 15:08:19,135 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:08:19,135 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2026-05-08 15:08:20,410 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:20,411 _base_client 22520 22672 Retrying request to /chat/completions in 0.473946 seconds
INFO 2026-05-08 15:08:21,189 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:21,190 _base_client 22520 22672 Retrying request to /chat/completions in 0.774814 seconds
INFO 2026-05-08 15:08:22,252 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:08:22,253 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
INFO 2026-05-08 15:08:24,566 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:24,566 _base_client 22520 22672 Retrying request to /chat/completions in 0.428143 seconds
INFO 2026-05-08 15:08:25,282 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
INFO 2026-05-08 15:08:25,283 _base_client 22520 22672 Retrying request to /chat/completions in 0.892990 seconds
INFO 2026-05-08 15:08:26,464 _client 22520 22672 HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
WARNING 2026-05-08 15:08:26,465 insight_engine 22520 22672 OpenAI rate limit error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
ERROR 2026-05-08 15:08:26,467 insight_engine 22520 22672 Max retries exceeded for OpenAI API
INFO 2026-05-08 15:08:26,468 insight_engine 22520 22672 Cached insight for recommendations for 3600 seconds
INFO 2026-05-08 15:08:26,469 insight_engine 22520 22672 Using cached insight for executive_summary
INFO 2026-05-08 15:08:26,469 insight_engine 22520 22672 Using cached insight for trend_analysis
INFO 2026-05-08 15:08:26,470 insight_engine 22520 22672 Using cached insight for risk_assessment
